 Shell#     R/Rsun       M/Msun       Cs               Rho
    331   0.22850293  0.41996569  4.35075405E+02  1.41995275E+00  6.92883560E+00
    332   0.23037448  0.42542428  4.33794341E+02  1.41152047E+00  6.92612128E+00
    333   0.23227693  0.43095515  4.32495106E+02  1.40292283E+00  6.92336807E+00
    334   0.23421040  0.43655670  4.31177995E+02  1.39415833E+00  6.92057624E+00
    335   0.23617495  0.44222707  4.29843351E+02  1.38522572E+00  6.91774615E+00
    336   0.23817057  0.44796416  4.28491567E+02  1.37612409E+00  6.91487826E+00
    337   0.24019720  0.45376560  4.27123002E+02  1.36685302E+00  6.91197313E+00
    338   0.24225471  0.45962877  4.25738028E+02  1.35741248E+00  6.90903142E+00
    339   0.24434294  0.46555083  4.24337196E+02  1.34780248E+00  6.90605384E+00
    340   0.24646165  0.47152874  4.22921090E+02  1.33802326E+00  6.90304123E+00
    341   0.24861058  0.47755929  4.21490280E+02  1.32807532E+00  6.89999441E+00
    342   0.25078949  0.48363925  4.20045190E+02  1.31795957E+00  6.89691376E+00
    343   0.25299814  0.48976541  4.18586239E+02  1.30767676E+00  6.89379952E+00
    344   0.25523642  0.49593478  4.17113944E+02  1.29722704E+00  6.89065233E+00
    345   0.25750432  0.50214468  4.15628766E+02  1.28660985E+00  6.88747261E+00
    346   0.25980207  0.50839296  4.14131016E+02  1.27582375E+00  6.88426050E+00
    347   0.26213014  0.51467811  4.12620959E+02  1.26486587E+00  6.88101578E+00
    348   0.26448921  0.52099900  4.11098752E+02  1.25373250E+00  6.87773802E+00
    349   0.26688005  0.52735473  4.09564468E+02  1.24241944E+00  6.87442662E+00
    350   0.26930360  0.53374461  4.08018015E+02  1.23092214E+00  6.87108087E+00
    351   0.27176069  0.54016769  4.06459639E+02  1.21923570E+00  6.86770014E+00
    352   0.27425197  0.54662225  4.04889801E+02  1.20735633E+00  6.86428417E+00
    353   0.27677758  0.55310529  4.03309264E+02  1.19528253E+00  6.86083340E+00
    354   0.27933700  0.55961201  4.01719121E+02  1.18301634E+00  6.85734918E+00
    355   0.28192889  0.56613559  4.00120872E+02  1.17056406E+00  6.85383397E+00
    356   0.28455198  0.57266953  3.98515936E+02  1.15793178E+00  6.85029010E+00
    357   0.28720455  0.57920625  3.96905931E+02  1.14512818E+00  6.84672053E+00
    358   0.28988404  0.58573643  3.95292716E+02  1.13216645E+00  6.84312925E+00
    359   0.29258808  0.59225148  3.93677948E+02  1.11905917E+00  6.83951993E+00
    360   0.29531439  0.59874327  3.92062886E+02  1.10581941E+00  6.83589608E+00
    361   0.29806089  0.60520455  3.90448853E+02  1.09245871E+00  6.83226084E+00
    362   0.30082580  0.61162897  3.88837014E+02  1.07898724E+00  6.82861693E+00
    363   0.30360763  0.61801112  3.87228326E+02  1.06541386E+00  6.82496661E+00
    364   0.30640513  0.62434643  3.85623572E+02  1.05174612E+00  6.82131177E+00
    365   0.30921733  0.63063110  3.84023394E+02  1.03799041E+00  6.81765394E+00
    366   0.31204343  0.63686193  3.82428313E+02  1.02415213E+00  6.81399434E+00
    367   0.31488281  0.64303626  3.80838757E+02  1.01023588E+00  6.81033396E+00
    368   0.31773497  0.64915182  3.79255060E+02  9.96245668E-01  6.80667361E+00
    369   0.32059951  0.65520672  3.77677266E+02  9.82185619E-01  6.80301393E+00
    370   0.32347612  0.66119931  3.76105553E+02  9.68058951E-01  6.79935539E+00
    371   0.32636453  0.66712823  3.74540087E+02  9.53868462E-01  6.79569813E+00
    372   0.32926454  0.67299227  3.72981002E+02  9.39616702E-01  6.79204225E+00
    373   0.33217598  0.67879041  3.71428459E+02  9.25305897E-01  6.78838802E+00
    374   0.33509871  0.68452178  3.69882596E+02  9.10938119E-01  6.78473564E+00
    375   0.33803263  0.69018565  3.68343530E+02  8.96515314E-01  6.78108527E+00
    376   0.34097766  0.69578138  3.66811364E+02  8.82039321E-01  6.77743702E+00
    377   0.34393372  0.70130846  3.65286191E+02  8.67511851E-01  6.77379099E+00
    378   0.34690076  0.70676646  3.63767875E+02  8.52935216E-01  6.77014722E+00
    379   0.34987876  0.71215506  3.62256523E+02  8.38311008E-01  6.76650576E+00
    380   0.35286768  0.71747400  3.60752223E+02  8.23640655E-01  6.76286659E+00
    381   0.35586751  0.72272311  3.59254987E+02  8.08925545E-01  6.75922972E+00
    382   0.35887825  0.72790227  3.57764760E+02  7.94167039E-01  6.75559508E+00
    383   0.36189990  0.73301146  3.56281439E+02  7.79366462E-01  6.75196264E+00
    384   0.36493248  0.73805069  3.54804893E+02  7.64525112E-01  6.74833232E+00
    385   0.36797601  0.74302003  3.53334987E+02  7.49644257E-01  6.74470401E+00
    386   0.37103051  0.74791962  3.51871399E+02  7.34725653E-01  6.74107763E+00
    387   0.37409603  0.75274964  3.50414020E+02  7.19770740E-01  6.73745304E+00
    388   0.37717258  0.75751031  3.48963066E+02  7.04780288E-01  6.73383011E+00
    389   0.38026022  0.76220188  3.47518681E+02  6.89755250E-01  6.73020872E+00
    390   0.38335898  0.76682468  3.46080987E+02  6.74696496E-01  6.72658883E+00
    391   0.38646891  0.77137903  3.44650040E+02  6.59604912E-01  6.72297041E+00
    392   0.38959008  0.77586531  3.43225810E+02  6.44481438E-01  6.71935331E+00
    393   0.39272254  0.78028393  3.41808221E+02  6.29327009E-01  6.71573739E+00
    394   0.39586634  0.78463532  3.40397060E+02  6.14142808E-01  6.71212251E+00
    395   0.39902154  0.78891994  3.38991959E+02  5.98930361E-01  6.70850851E+00
    396   0.40218820  0.79313827  3.37592865E+02  5.83690425E-01  6.70489522E+00
    397   0.40536637  0.79729082  3.36199740E+02  5.68423714E-01  6.70128247E+00
    398   0.40855611  0.80137812  3.34812575E+02  5.53130876E-01  6.69767015E+00
    399   0.41175749  0.80540070  3.33431442E+02  5.37812288E-01  6.69405819E+00
    400   0.41497057  0.80935914  3.32056317E+02  5.22468595E-01  6.69044644E+00
    401   0.41819541  0.81325400  3.30687130E+02  5.07100552E-01  6.68683470E+00
    402   0.42143208  0.81708589  3.29323741E+02  4.91709065E-01  6.68322280E+00
    403   0.42468064  0.82085541  3.27965805E+02  4.76295571E-01  6.67961051E+00
    404   0.42794114  0.82456317  3.26613251E+02  4.60860748E-01  6.67599765E+00
    405   0.43121364  0.82820980  3.25266036E+02  4.45405177E-01  6.67238400E+00
    406   0.43449819  0.83179593  3.23924109E+02  4.29929457E-01  6.66876934E+00
    407   0.43779478  0.83532214  3.22587437E+02  4.14434527E-01  6.66515352E+00
    408   0.44110343  0.83878904  3.21255963E+02  3.98921174E-01  6.66153635E+00
    409   0.44442420  0.84219732  3.19929602E+02  3.83389979E-01  6.65791760E+00
    410   0.44775714  0.84554764  3.18608224E+02  3.67841643E-01  6.65429700E+00
    411   0.45110231  0.84884068  3.17291524E+02  3.52277327E-01  6.65067429E+00
    412   0.45445977  0.85207714  3.15979508E+02  3.36697294E-01  6.64704922E+00
    413   0.45782955  0.85525769  3.14672117E+02  3.21102031E-01  6.64342151E+00
    414   0.46121170  0.85838302  3.13369275E+02  3.05492071E-01  6.63979089E+00
    415   0.46460626  0.86145382  3.12070899E+02  2.89867968E-01  6.63615707E+00
    416   0.46801327  0.86447076  3.10776900E+02  2.74230292E-01  6.63251976E+00
    417   0.47143276  0.86743454  3.09487182E+02  2.58579632E-01  6.62887867E+00
    418   0.47486476  0.87034584  3.08201608E+02  2.42916690E-01  6.62523350E+00
    419   0.47830930  0.87320535  3.06919837E+02  2.27242736E-01  6.62158392E+00
    420   0.48176638  0.87601373  3.05641772E+02  2.11558375E-01  6.61792961E+00
    421   0.48523602  0.87877168  3.04367348E+02  1.95864098E-01  6.61427023E+00
    422   0.48871822  0.88147987  3.03096484E+02  1.80160427E-01  6.61060543E+00
    423   0.49221298  0.88413897  3.01829085E+02  1.64447915E-01  6.60693486E+00
    424   0.49572031  0.88674966  3.00565044E+02  1.48727141E-01  6.60325814E+00
    425   0.49924019  0.88931260  2.99304272E+02  1.32998611E-01  6.59957484E+00
    426   0.50277262  0.89182846  2.98046620E+02  1.17262976E-01  6.59588413E+00
    427   0.50631756  0.89429789  2.96791644E+02  1.01521824E-01  6.59218522E+00
    428   0.50987500  0.89672156  2.95539210E+02  8.57758713E-02  6.58847763E+00
    429   0.51344488  0.89910012  2.94289219E+02  7.00257353E-02  6.58476087E+00
    430   0.51702716  0.90143420  2.93041559E+02  5.42720673E-02  6.58103444E+00
    431   0.52062180  0.90372446  2.91796106E+02  3.85155487E-02  6.57729780E+00
    432   0.52422872  0.90597154  2.90552728E+02  2.27568887E-02  6.57355043E+00
    433   0.52784788  0.90817606  2.89311280E+02  6.99682185E-03  6.56979176E+00
    434   0.53147918  0.91033865  2.88071566E+02 -8.76375659E-03  6.56602120E+00
    435   0.53512255  0.91245994  2.86833229E+02 -2.45234773E-02  6.56223816E+00
    436   0.53877789  0.91454054  2.85596127E+02 -4.02816160E-02  6.55844200E+00
    437   0.54244509  0.91658106  2.84360137E+02 -5.60375006E-02  6.55463208E+00
    438   0.54612403  0.91858211  2.83125123E+02 -7.17904189E-02  6.55080771E+00
    439   0.54981461  0.92054428  2.81890938E+02 -8.75396199E-02  6.54696820E+00
    440   0.55351668  0.92246817  2.80657434E+02 -1.03284336E-01  6.54311281E+00
    441   0.55723011  0.92435437  2.79424560E+02 -1.19024195E-01  6.53924078E+00
    442   0.56095475  0.92620345  2.78192133E+02 -1.34758315E-01  6.53535130E+00
    443   0.56469043  0.92801599  2.76959793E+02 -1.50485192E-01  6.53144355E+00
    444   0.56843700  0.92979256  2.75727386E+02 -1.66203933E-01  6.52751664E+00
    445   0.57219425  0.93153371  2.74494760E+02 -1.81913656E-01  6.52356967E+00
    446   0.57596200  0.93324002  2.73261740E+02 -1.97613424E-01  6.51960166E+00
    447   0.57974004  0.93491201  2.72028129E+02 -2.13302246E-01  6.51561161E+00
    448   0.58352814  0.93655025  2.70793709E+02 -2.28979071E-01  6.51159845E+00
    449   0.58732607  0.93815526  2.69558243E+02 -2.44642790E-01  6.50756106E+00
    450   0.59113359  0.93972757  2.68321422E+02 -2.60292049E-01  6.50349827E+00
    451   0.59495041  0.94126772  2.67082841E+02 -2.75925145E-01  6.49940888E+00
    452   0.59877627  0.94277620  2.65842363E+02 -2.91541234E-01  6.49529203E+00
    453   0.60261086  0.94425354  2.64599834E+02 -3.07139397E-01  6.49114674E+00
    454   0.60645388  0.94570024  2.63354979E+02 -3.22718318E-01  6.48697157E+00
    455   0.61030499  0.94711680  2.62107495E+02 -3.38276557E-01  6.48276501E+00
    456   0.61416385  0.94850370  2.60857049E+02 -3.53812551E-01  6.47852542E+00
    457   0.61803010  0.94986144  2.59603312E+02 -3.69324738E-01  6.47425105E+00
    458   0.62190335  0.95119048  2.58345938E+02 -3.84811566E-01  6.46993999E+00
    459   0.62578317  0.95249130  2.57084330E+02 -4.00270323E-01  6.46559025E+00
    460   0.62966923  0.95376440  2.55817997E+02 -4.15699264E-01  6.46119946E+00
    461   0.63356063  0.95501009  2.54546586E+02 -4.31094195E-01  6.45676576E+00
    462   0.63745862  0.95622938  2.53268940E+02 -4.46459431E-01  6.45228451E+00
    463   0.64135539  0.95742047  2.51986825E+02 -4.61763494E-01  6.44776129E+00
    464   0.64527558  0.95859137  2.50691125E+02 -4.77101609E-01  6.44316349E+00
    465   0.64627327  0.95888508  2.50360350E+02 -4.80995719E-01  6.44198548E+00
    466   0.64725809  0.95917332  2.50033385E+02 -4.84835809E-01  6.44081933E+00
    467   0.64824306  0.95945994  2.49705902E+02 -4.88672724E-01  6.43964961E+00
    468   0.64922817  0.95974494  2.49377892E+02 -4.92506380E-01  6.43847628E+00
    469   0.65021340  0.96002833  2.49049343E+02 -4.96336770E-01  6.43729926E+00
    470   0.65119875  0.96031012  2.48720241E+02 -5.00163813E-01  6.43611849E+00
    471   0.65218421  0.96059032  2.48390562E+02 -5.03987419E-01  6.43493391E+00
    472   0.65316976  0.96086893  2.48060281E+02 -5.07807490E-01  6.43374544E+00
    473   0.65415540  0.96114596  2.47729384E+02 -5.11623961E-01  6.43255302E+00
    474   0.65514112  0.96142142  2.47397853E+02 -5.15436751E-01  6.43135658E+00
    475   0.65612689  0.96169531  2.47065673E+02 -5.19245794E-01  6.43015605E+00
    476   0.65711272  0.96196764  2.46732827E+02 -5.23051010E-01  6.42895134E+00
    477   0.65809859  0.96223842  2.46399296E+02 -5.26852321E-01  6.42774238E+00
    478   0.65908448  0.96250765  2.46065066E+02 -5.30649655E-01  6.42652909E+00
    479   0.66007039  0.96277535  2.45730122E+02 -5.34442948E-01  6.42531140E+00
    480   0.66105631  0.96304151  2.45394438E+02 -5.38232088E-01  6.42408921E+00
    481   0.66204221  0.96330615  2.45057993E+02 -5.42016981E-01  6.42286243E+00
    482   0.66302809  0.96356927  2.44720764E+02 -5.45797533E-01  6.42163099E+00
    483   0.66401394  0.96383088  2.44382730E+02 -5.49573648E-01  6.42039478E+00
    484   0.66499974  0.96409098  2.44043869E+02 -5.53345230E-01  6.41915372E+00
    485   0.66598547  0.96434959  2.43704159E+02 -5.57112181E-01  6.41790771E+00
    486   0.66697114  0.96460670  2.43363576E+02 -5.60874397E-01  6.41665664E+00
    487   0.66795671  0.96486233  2.43022095E+02 -5.64631768E-01  6.41540041E+00
    488   0.66894217  0.96511648  2.42679685E+02 -5.68384166E-01  6.41413893E+00
    489   0.66992752  0.96536915  2.42336319E+02 -5.72131472E-01  6.41287207E+00
    490   0.67091273  0.96562036  2.41991970E+02 -5.75873570E-01  6.41159973E+00
    491   0.67189779  0.96587012  2.41646611E+02 -5.79610342E-01  6.41032178E+00
    492   0.67288269  0.96611842  2.41300220E+02 -5.83341684E-01  6.40903811E+00
    493   0.67386741  0.96636527  2.40952766E+02 -5.87067464E-01  6.40774859E+00
    494   0.67485193  0.96661068  2.40604218E+02 -5.90787549E-01  6.40645310E+00
    495   0.67583623  0.96685466  2.40254544E+02 -5.94501800E-01  6.40515149E+00
    496   0.67682031  0.96709721  2.39903714E+02 -5.98210082E-01  6.40384365E+00
    497   0.67780413  0.96733835  2.39551696E+02 -6.01912254E-01  6.40252942E+00
    498   0.67878769  0.96757806  2.39198452E+02 -6.05608155E-01  6.40120865E+00
    499   0.67977097  0.96781637  2.38843954E+02 -6.09297659E-01  6.39988122E+00
    500   0.68075394  0.96805327  2.38488186E+02 -6.12980677E-01  6.39854711E+00
    501   0.68173660  0.96828878  2.38131121E+02 -6.16657103E-01  6.39720628E+00
    502   0.68271891  0.96852290  2.37772734E+02 -6.20326831E-01  6.39585856E+00
    503   0.68370087  0.96875564  2.37412978E+02 -6.23989668E-01  6.39450381E+00
    504   0.68468245  0.96898699  2.37051798E+02 -6.27645379E-01  6.39314184E+00
    505   0.68566363  0.96921698  2.36689122E+02 -6.31293676E-01  6.39177248E+00
    506   0.68664439  0.96944559  2.36324888E+02 -6.34934297E-01  6.39039554E+00
    507   0.68762472  0.96967285  2.35959077E+02 -6.38567131E-01  6.38901081E+00
    508   0.68860457  0.96989876  2.35591593E+02 -6.42191786E-01  6.38761810E+00
    509   0.68958395  0.97012331  2.35222085E+02 -6.45806929E-01  6.38621719E+00
    510   0.69056281  0.97034652  2.34850253E+02 -6.49411409E-01  6.38480786E+00
    511   0.69154113  0.97056840  2.34475844E+02 -6.53004230E-01  6.38338983E+00
    512   0.69251887  0.97078895  2.34098841E+02 -6.56585273E-01  6.38196282E+00
    513   0.69349602  0.97100817  2.33719871E+02 -6.60156812E-01  6.38052655E+00
    514   0.69447253  0.97122607  2.33339051E+02 -6.63719235E-01  6.37908076E+00
    515   0.69544840  0.97144266  2.32956147E+02 -6.67271622E-01  6.37762523E+00
    516   0.69642360  0.97165794  2.32572473E+02 -6.70818829E-01  6.37615962E+00
    517   0.69739811  0.97187191  2.32188067E+02 -6.74360973E-01  6.37468367E+00
    518   0.69837192  0.97208460  2.31804413E+02 -6.77903583E-01  6.37319727E+00
    519   0.69934503  0.97229598  2.31421627E+02 -6.81447100E-01  6.37170027E+00
    520   0.70031741  0.97250609  2.31032897E+02 -6.84965924E-01  6.37019241E+00
    521   0.70128900  0.97271491  2.30639130E+02 -6.88463344E-01  6.36867311E+00
    522   0.70225976  0.97292246  2.30240870E+02 -6.91941302E-01  6.36714181E+00
    523   0.70322963  0.97312874  2.29838968E+02 -6.95402906E-01  6.36559808E+00
    524   0.70419859  0.97333376  2.29435465E+02 -6.98855797E-01  6.36404157E+00
    525   0.70516661  0.97353752  2.29029131E+02 -7.02295265E-01  6.36247186E+00
    526   0.70613366  0.97374002  2.28620246E+02 -7.05722302E-01  6.36088852E+00
    527   0.70709969  0.97394128  2.28208113E+02 -7.09134187E-01  6.35929107E+00
    528   0.70806468  0.97414129  2.27792657E+02 -7.12530551E-01  6.35767894E+00
    529   0.70902857  0.97434007  2.27373748E+02 -7.15910814E-01  6.35605156E+00
    530   0.70999134  0.97453761  2.26951138E+02 -7.19273935E-01  6.35440844E+00
    531   0.71095294  0.97473393  2.26524569E+02 -7.22618834E-01  6.35274908E+00
    532   0.71191331  0.97492902  2.26093928E+02 -7.25944987E-01  6.35107290E+00
    533   0.71287243  0.97512290  2.25659074E+02 -7.29251800E-01  6.34937921E+00
    534   0.71383023  0.97531557  2.25219827E+02 -7.32538476E-01  6.34766712E+00
    535   0.71478667  0.97550703  2.24776003E+02 -7.35804183E-01  6.34593572E+00
    536   0.71574170  0.97569728  2.24327426E+02 -7.39048122E-01  6.34418414E+00
    537   0.71669526  0.97588634  2.23873825E+02 -7.42269114E-01  6.34241168E+00
    538   0.71764729  0.97607421  2.23414931E+02 -7.45465971E-01  6.34061782E+00
    539   0.71859775  0.97626089  2.22950665E+02 -7.48638247E-01  6.33880187E+00
    540   0.71954658  0.97644639  2.22480823E+02 -7.51784993E-01  6.33696275E+00
    541   0.72049370  0.97663071  2.22004923E+02 -7.54904160E-01  6.33509881E+00
    542   0.72143905  0.97681385  2.21522270E+02 -7.57992852E-01  6.33320820E+00
    543   0.72238257  0.97699583  2.21031882E+02 -7.61047010E-01  6.33128967E+00
    544   0.72332416  0.97717664  2.20534347E+02 -7.64068726E-01  6.32934277E+00
    545   0.72426378  0.97735629  2.20032635E+02 -7.67069535E-01  6.32737589E+00
    546   0.72520134  0.97753478  2.19530105E+02 -7.70062385E-01  6.32540334E+00
    547   0.72613687  0.97771211  2.19028707E+02 -7.73055242E-01  6.32343077E+00
    548   0.72707038  0.97788830  2.18528439E+02 -7.76048102E-01  6.32145820E+00
    549   0.72800186  0.97806335  2.18029299E+02 -7.79040961E-01  6.31948561E+00
    550   0.72893131  0.97823726  2.17531285E+02 -7.82033814E-01  6.31751302E+00
    551   0.72985872  0.97841004  2.17034395E+02 -7.85026657E-01  6.31554042E+00
    552   0.73078409  0.97858168  2.16538627E+02 -7.88019485E-01  6.31356780E+00
    553   0.73170742  0.97875221  2.16043980E+02 -7.91012296E-01  6.31159518E+00
    554   0.73262871  0.97892162  2.15550452E+02 -7.94005085E-01  6.30962255E+00
    555   0.73354796  0.97908991  2.15058042E+02 -7.96997849E-01  6.30764991E+00
    556   0.73446515  0.97925709  2.14566747E+02 -7.99990583E-01  6.30567726E+00
    557   0.73538029  0.97942316  2.14076568E+02 -8.02983286E-01  6.30370461E+00
    558   0.73629338  0.97958813  2.13587502E+02 -8.05975954E-01  6.30173194E+00
    559   0.73720441  0.97975201  2.13099554E+02 -8.08968623E-01  6.29975926E+00
    560   0.73811339  0.97991480  2.12612745E+02 -8.11961425E-01  6.29778658E+00
    561   0.73902030  0.98007650  2.12127070E+02 -8.14954361E-01  6.29581388E+00
    562   0.73992515  0.98023711  2.11642525E+02 -8.17947418E-01  6.29384117E+00
    563   0.74082794  0.98039665  2.11159104E+02 -8.20940586E-01  6.29186846E+00
    564   0.74172866  0.98055512  2.10676802E+02 -8.23933853E-01  6.28989573E+00
    565   0.74262731  0.98071251  2.10195615E+02 -8.26927209E-01  6.28792299E+00
    566   0.74352389  0.98086885  2.09715537E+02 -8.29920644E-01  6.28595024E+00
    567   0.74441840  0.98102412  2.09236564E+02 -8.32914148E-01  6.28397748E+00
    568   0.74531084  0.98117834  2.08758691E+02 -8.35907714E-01  6.28200470E+00
    569   0.74620120  0.98133151  2.08281913E+02 -8.38901331E-01  6.28003192E+00
    570   0.74708948  0.98148363  2.07806226E+02 -8.41894993E-01  6.27805912E+00
    571   0.74797568  0.98163472  2.07331626E+02 -8.44888691E-01  6.27608631E+00
    572   0.74885980  0.98178477  2.06858108E+02 -8.47882418E-01  6.27411349E+00
    573   0.74974184  0.98193379  2.06385668E+02 -8.50876167E-01  6.27214066E+00
    574   0.75062180  0.98208178  2.05914301E+02 -8.53869932E-01  6.27016782E+00
    575   0.75149967  0.98222875  2.05444005E+02 -8.56863705E-01  6.26819497E+00
    576   0.75237545  0.98237470  2.04974775E+02 -8.59857483E-01  6.26622210E+00
    577   0.75324915  0.98251965  2.04506607E+02 -8.62851258E-01  6.26424923E+00
    578   0.75412075  0.98266358  2.04039498E+02 -8.65845026E-01  6.26227634E+00
    579   0.75499026  0.98280652  2.03573444E+02 -8.68838782E-01  6.26030344E+00
    580   0.75585768  0.98294845  2.03108442E+02 -8.71832522E-01  6.25833054E+00
    581   0.75672300  0.98308939  2.02644487E+02 -8.74826240E-01  6.25635762E+00
    582   0.75758623  0.98322935  2.02181574E+02 -8.77819917E-01  6.25438470E+00
    583   0.75844737  0.98336832  2.01719695E+02 -8.80813530E-01  6.25241177E+00
    584   0.75930640  0.98350632  2.01258847E+02 -8.83807074E-01  6.25043883E+00
    585   0.76016333  0.98364334  2.00799028E+02 -8.86800549E-01  6.24846588E+00
    586   0.76101817  0.98377939  2.00340235E+02 -8.89793953E-01  6.24649292E+00
    587   0.76187090  0.98391448  1.99882467E+02 -8.92787283E-01  6.24451996E+00
    588   0.76272153  0.98404861  1.99425722E+02 -8.95780545E-01  6.24254699E+00
    589   0.76357005  0.98418178  1.98970027E+02 -8.98773884E-01  6.24057402E+00
    590   0.76441647  0.98431401  1.98515390E+02 -9.01767352E-01  6.23860104E+00
    591   0.76526078  0.98444529  1.98061807E+02 -9.04760939E-01  6.23662806E+00
    592   0.76610299  0.98457563  1.97609274E+02 -9.07754634E-01  6.23465507E+00
    593   0.76694310  0.98470503  1.97157789E+02 -9.10748428E-01  6.23268207E+00
    594   0.76778109  0.98483350  1.96707346E+02 -9.13742312E-01  6.23070907E+00
    595   0.76861698  0.98496105  1.96257943E+02 -9.16736277E-01  6.22873606E+00
    596   0.76945076  0.98508768  1.95809576E+02 -9.19730315E-01  6.22676304E+00
    597   0.77028243  0.98521339  1.95362240E+02 -9.22724418E-01  6.22479002E+00
    598   0.77111200  0.98533819  1.94915933E+02 -9.25718578E-01  6.22281699E+00
    599   0.77193945  0.98546208  1.94470650E+02 -9.28712788E-01  6.22084396E+00
    600   0.77276480  0.98558508  1.94026388E+02 -9.31707041E-01  6.21887092E+00
    601   0.77358803  0.98570717  1.93583143E+02 -9.34701331E-01  6.21689787E+00
    602   0.77440916  0.98582837  1.93140912E+02 -9.37695650E-01  6.21492482E+00
    603   0.77522818  0.98594869  1.92699691E+02 -9.40689992E-01  6.21295176E+00
    604   0.77604508  0.98606812  1.92259476E+02 -9.43684353E-01  6.21097869E+00
    605   0.77685988  0.98618667  1.91820263E+02 -9.46678726E-01  6.20900562E+00
    606   0.77767257  0.98630435  1.91382051E+02 -9.49673107E-01  6.20703254E+00
    607   0.77848314  0.98642116  1.90944834E+02 -9.52667489E-01  6.20505946E+00
    608   0.77929160  0.98653711  1.90508609E+02 -9.55661870E-01  6.20308637E+00
    609   0.78009796  0.98665220  1.90073373E+02 -9.58656244E-01  6.20111328E+00
    610   0.78090220  0.98676644  1.89639122E+02 -9.61650608E-01  6.19914018E+00
    611   0.78170433  0.98687982  1.89205854E+02 -9.64644957E-01  6.19716707E+00
    612   0.78250435  0.98699236  1.88773564E+02 -9.67639288E-01  6.19519396E+00
    613   0.78330226  0.98710406  1.88342251E+02 -9.70633598E-01  6.19322085E+00
    614   0.78409806  0.98721493  1.87911909E+02 -9.73627882E-01  6.19124773E+00
    615   0.78489175  0.98732496  1.87482536E+02 -9.76622146E-01  6.18927460E+00
    616   0.78568333  0.98743417  1.87054133E+02 -9.79616352E-01  6.18730149E+00
    617   0.78647282  0.98754255  1.86626677E+02 -9.82610635E-01  6.18532830E+00
    618   0.78726010  0.98765011  1.86200241E+02 -9.85604470E-01  6.18335538E+00
    619   0.78804568  0.98775691  1.85774535E+02 -9.88599860E-01  6.18138142E+00
    620   0.78882761  0.98786270  1.85350619E+02 -9.91589322E-01  6.17941133E+00
    621   0.78961404  0.98796857  1.84924070E+02 -9.94604086E-01  6.17742454E+00
    622   0.79038332  0.98807163  1.84506636E+02 -9.97561003E-01  6.17547585E+00
    623   0.79102537  0.98815725  1.84158099E+02 -1.00003507E+00  6.17384542E+00
    624   0.79382891  0.98852705  1.82634573E+02 -1.01090550E+00  6.16668236E+00
    625   0.79696613  0.98893299  1.80926631E+02 -1.02320061E+00  6.15858123E+00
    626   0.79995661  0.98931224  1.79295463E+02 -1.03505223E+00  6.15077262E+00
    627   0.80294302  0.98968349  1.77663326E+02 -1.04701952E+00  6.14288768E+00
    628   0.80588841  0.99004235  1.76050326E+02 -1.05895508E+00  6.13502319E+00
    629   0.80880304  0.99039034  1.74450812E+02 -1.07089962E+00  6.12715214E+00
    630   0.81168423  0.99072742  1.72866306E+02 -1.08284387E+00  6.11928192E+00
    631   0.81453281  0.99105394  1.71296168E+02 -1.09479081E+00  6.11141047E+00
    632   0.81734867  0.99137015  1.69740296E+02 -1.10673898E+00  6.10353835E+00
    633   0.82013196  0.99167630  1.68198489E+02 -1.11868816E+00  6.09566540E+00
    634   0.82288279  0.99197266  1.66670613E+02 -1.13063780E+00  6.08779169E+00
    635   0.82560125  0.99225949  1.65156488E+02 -1.14258708E+00  6.07991720E+00
    636   0.82828747  0.99253703  1.63656337E+02 -1.15453694E+00  6.07204191E+00
    637   0.83094158  0.99280554  1.62170143E+02 -1.16648839E+00  6.06416579E+00
    638   0.83356371  0.99306526  1.60697359E+02 -1.17844053E+00  6.05628881E+00
    639   0.83615401  0.99331642  1.59237573E+02 -1.19039262E+00  6.04841098E+00
    640   0.83871263  0.99355927  1.57790507E+02 -1.20234412E+00  6.04053238E+00
    641   0.84123972  0.99379404  1.56356576E+02 -1.21429667E+00  6.03265302E+00
    642   0.84373544  0.99402094  1.54935928E+02 -1.22625074E+00  6.02477289E+00
    643   0.84619997  0.99424022  1.53528180E+02 -1.23820542E+00  6.01689197E+00
    644   0.84863348  0.99445208  1.52132886E+02 -1.25016002E+00  6.00901032E+00
    645   0.85103615  0.99465673  1.50749597E+02 -1.26211361E+00  6.00112801E+00
    646   0.85340816  0.99485440  1.49378369E+02 -1.27406700E+00  5.99324517E+00
    647   0.85574970  0.99504528  1.48019575E+02 -1.28602204E+00  5.98536186E+00
    648   0.85806098  0.99522957  1.46672938E+02 -1.29797778E+00  5.97747811E+00
    649   0.86034219  0.99540748  1.45338186E+02 -1.30993339E+00  5.96959400E+00
    650   0.86259354  0.99557919  1.44015063E+02 -1.32188823E+00  5.96170959E+00
    651   0.86481523  0.99574490  1.42703321E+02 -1.33384178E+00  5.95382497E+00
    652   0.86700748  0.99590479  1.41403239E+02 -1.34579653E+00  5.94594025E+00
    653   0.86917051  0.99605904  1.40114975E+02 -1.35775374E+00  5.93805548E+00
    654   0.87130455  0.99620782  1.38838281E+02 -1.36971225E+00  5.93017073E+00
    655   0.87340984  0.99635130  1.37572925E+02 -1.38167094E+00  5.92228605E+00
    656   0.87548659  0.99648966  1.36318633E+02 -1.39362834E+00  5.91440152E+00
    657   0.87753504  0.99662305  1.35075220E+02 -1.40558385E+00  5.90651723E+00
